Título,URL_Foto,Precio_de_Venta,Área_construida,Habitaciones,Baños
"Casa en Venta, VILLA CAMPESTRE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-conjunto-residencial-villa-campestre-3-habitaciones-5-banos-1-garajes/9851-7307,$1.302.000.000,310 m²,3,5
"Apartamento en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-4-habitaciones-3-banos-2-garajes/671-80981,$570.000.000,300 m²,4,3
"Casa en Venta, LA  CUMBRE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-cumbre-3-habitaciones-4-banos-2-garajes/11069-M2614080,$510.000.000,180 m²,3,4
"Apartamento en Venta, LOS ANDES, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-los-andes-3-habitaciones-3-banos/11069-M2596317,$230.000.000,120 m²,3,3
"Apartamento en Venta, BOSTON - Noroccidente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-1-habitaciones-1-banos-1-garajes/MC2832869,$220.000.000,54 m²,1,1
"Apartamento en Venta y Arriendo, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-2-banos-1-garajes/12287-176,$350.000.000,95 m²,3,2
"Apartamento en Venta, Alameda del Rio, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-pradera-2-habitaciones-2-banos/9947-11908362,$160.000.000,51 m²,2,2
"Casa en Venta, VILLA CAROLINA - Noroccidente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-villa-carolina-5-habitaciones-3-banos-1-garajes/MC2832749,$600.000.000,146 m²,5,3
"Apartamento en Venta, EL PUEBLO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-pueblo-3-habitaciones-2-banos-1-garajes/MC2832702,$122.580.000,64 m²,3,2
"Casa en Venta y Arriendo, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-ciudad-jardin-3-habitaciones-2-banos-2-garajes/12287-175,$950.000.000,475 m²,3,2
"Casa en Venta, Barranquilla, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-barranquilla-4-habitaciones-5-banos-2-garajes/34-2532,$3.700.000.000,585 m²,4,5
"Casa en Venta, Barranquilla, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-barranquilla-5-habitaciones-5-banos-4-garajes/34-2535,$1.450.000.000,400 m²,5,5
"Apartamento en Venta y Arriendo, San Vicente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-1-habitaciones-1-banos-1-garajes/2969-2047,$184.800.000,40 m²,1,1
"Casa en Venta, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-prado-3-habitaciones-3-banos-1-garajes/10881-3669020,$350.000.000,120 m²,3,3
"Apartamento en Venta y Arriendo, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-4-banos-1-garajes/2969-4483,$430.000.000,187 m²,3,4
"Apartamento en Venta, ALTOS DE MIRAMAR - Noroccidente, Bar…",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-2-banos-1-garajes/MC2832473,$220.000.000,62 m²,3,2
"Casa en Venta, Bellavista, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-santana-3-habitaciones-3-banos-3-garajes/10881-3210901,$650.000.000,311 m²,3,3
"Casa en Venta, Bellavista, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-bellavista-5-habitaciones-3-banos-2-garajes/12287-178,$600.000.000,385 m²,5,3
"Apartamento en Venta y Arriendo, TABOR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-3-banos-1-garajes/671-83316,$330.000.000,144 m²,3,3
"Apartamento en Venta y Arriendo, Villa del Este, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-andalucia-3-habitaciones-2-banos-1-garajes/2398-22650,$392.882.000,103 m²,3,2
"Apartamento en Venta, MIRAMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/9851-8312,$230.000.000,67 m²,3,2
"Apartamento en Venta y Arriendo, La Cumbre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-cumbre-1-habitaciones-1-banos-1-garajes/671-76617,$160.000.000,43 m²,1,1
"Casa en Venta, LIMONCITO - Noroccidente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-limoncito-3-habitaciones-3-banos-1-garajes/MC2766813,$345.000.000,135 m²,3,3
"Apartamento en Venta, La Concepción, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-concepcion-3-habitaciones-2-banos-1-garajes/130-514,$260.000.000,81 m²,3,2
"Apartamento en Venta, Los Andes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-los-andes-3-habitaciones-2-banos/411-30254,$180.000.000,90 m²,3,2
"Apartamento en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-luz-3-habitaciones-3-banos-1-garajes/9851-13191,$297.000.000,107 m²,3,3
"Apartamento en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/9851-13176,$599.500.000,137 m²,3,3
"Casa en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-del-prado-4-habitaciones-4-banos-1-garajes/130-3037,$950.000.000,360 m²,4,4
"Lote o Casalote en Venta, La Paz, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-la-paz/130-3119,$1.100.000.000,344 m²,,
"Apartamento en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-zona-franca-industrial-3-habitaciones-2-banos-2-garajes/9851-100001,$370.000.000,96 m²,3,2
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-1-garajes/9851-100582,$370.000.000,144 m²,3,3
"Casa en Venta, Granadillo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-granadillo-3-habitaciones-3-banos/9851-13200,$2.700.000.000,750 m²,3,3
"Apartamento en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/2266-3157668,$600.000.000,142 m²,3,3
"Casa en Venta, ciudad jardin, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-ciudad-jardin-3-habitaciones-3-banos-2-garajes/10365-M2768269,$420.000.000,127 m²,3,3
"Apartamento en Venta, UB. ALTOS DE PARQUE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-4-habitaciones-4-banos-3-garajes/10338-1372360,$1.300.000.000,421 m²,4,4
"Casa en Venta, Puerto Colombia, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-puerto-colombia-5-habitaciones-5-banos/10338-2839888,$3.200.000.000,735 m²,5,5
"Apartamento en Venta, Los Alpes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-los-alpes-3-habitaciones-2-banos-1-garajes/9851-12092,$400.000.000,130 m²,3,2
"Apartamento en Venta, Boston, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-boston-3-habitaciones-1-banos/9851-12768,$240.000.000,83 m²,3,1
"Apartamento en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-zona-franca-industrial-3-habitaciones-2-banos-1-garajes/9851-100585,$365.000.000,99 m²,3,2
"Casa en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-villa-santos-4-habitaciones-5-banos-4-garajes/462-M2680289,$2.700.000.000,684 m²,4,5
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-4-habitaciones-3-banos-2-garajes/2969-1403,$1.400.000.000,400 m²,4,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-4-banos-2-garajes/2969-1011,$850.000.000,267 m²,3,4
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-del-limon-4-habitaciones-5-banos-3-garajes/2969-1415,$1.700.000.000,448 m²,4,5
"Apartamento en Venta y Arriendo, San Vicente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-2-banos-2-garajes/2969-1370,$650.000.000,174 m²,3,2
"Casa en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-conjunto-residencial-villa-campestre-4-habitaciones-4-banos-2-garajes/2969-1366,$1.550.000.000,400 m²,4,4
"Lote o Casalote en Venta, SANTA HELENA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-santa-helena/699-M2200956,$53.818.500.000,10 m²,,
"Apartamento en Venta, EL TABOR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-2-banos-1-garajes/10881-3041906,$230.000.000,90 m²,3,2
"Apartamento en Venta, Los Alpes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-los-alpes-3-habitaciones-2-banos-1-garajes/9851-12093,$390.000.000,88 m²,3,2
"Casa en Venta, EL TABOR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-el-tabor-4-habitaciones-4-banos-1-garajes/11071-M2595347,$630.000.000,220 m²,4,4
"Casa en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-riomar-4-habitaciones-4-banos-2-garajes/2969-3326,$1.600.000.000,360 m²,4,4
"Apartamento en Venta, VILLA COUNTRY, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-4-habitaciones-5-banos-2-garajes/2748-M2054692,$3.235.000.000,384 m²,4,5
"Apartamento en Venta, SAN FELIPE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-felipe-2-habitaciones-1-banos/671-76667,$250.000.000,91 m²,2,1
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-del-limon-3-habitaciones-3-banos-3-garajes/671-66867,$400.000.000,120 m²,3,3
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-4-habitaciones-4-banos-2-garajes/671-73686,$650.000.000,282 m²,4,4
"Casa en Venta, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-conjunto-residencial-ciudad-del-mar-3-habitaciones-3-banos-1-garajes/2230-6605,$310.000.000,110 m²,3,3
"Casa en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-3-habitaciones-3-banos-1-garajes/671-82019,$620.000.000,123 m²,3,3
"Apartamento en Venta, BETANIA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-3-habitaciones-3-banos-2-garajes/671-80966,$420.000.000,109 m²,3,3
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-lim%C3%A3%C2%BFn-3-habitaciones-2-banos-1-garajes/671-80561,$423.764.100,96 m²,3,2
"Apartamento en Venta, ALTOS DE RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-3-banos-2-garajes/671-81483,$450.000.000,150 m²,3,3
"Casa en Venta, SAN JOSE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-san-jose-3-habitaciones-2-banos/671-81485,$360.000.000,210 m²,3,2
"Casa en Venta, Granadillo, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-granadillo-5-habitaciones-4-banos-3-garajes/2398-20188,$800.000.000,385 m²,5,4
"Casa en Venta, Andalucía, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-andalucia-3-habitaciones-4-banos-2-garajes/2398-18955,$1.050.000.000,254 m²,3,4
"Apartamento en Venta, Las Delicias, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-2-habitaciones-1-banos-1-garajes/2398-20418,$180.000.000,62 m²,2,1
"Casa en Venta y Arriendo, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-5-habitaciones-4-banos-2-garajes/2398-20529,$1.950.000.000,650 m²,5,4
"Casa en Venta y Arriendo, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-4-habitaciones-4-banos-3-garajes/2398-18992,$800.000.000,248 m²,4,4
"Apartamento en Venta, Andalucía, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-andalucia-3-habitaciones-2-banos-1-garajes/2398-19947,$284.000.000,84 m²,3,2
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-ub.-altos-de-parque-3-habitaciones-4-banos-2-garajes/2398-20094,$650.000.000,129 m²,3,4
"Apartamento en Venta, El Limoncito, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-urbanizacion-san-marino-3-habitaciones-2-banos-1-garajes/2398-20446,$165.000.000,65 m²,3,2
"Apartamento en Venta, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-4-banos-2-garajes/671-66686,$350.000.000,140 m²,3,4
"Apartamento en Venta, ALTO PRADO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-2-banos-1-garajes/671-65116,$380.000.000,168 m²,3,2
"Casa en Venta, Ciudad Jardin, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-ciudad-jardin-5-habitaciones-3-banos-3-garajes/671-76684,$1.600.000.000,600 m²,5,3
"Apartamento en Venta, KENNEDY, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-kennedy-3-habitaciones-2-banos/671-78554,$90.000.000,70 m²,3,2
"Apartamento en Venta, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/130-491,$683.600.000,152 m²,3,3
"Apartamento en Venta, Paraíso, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-paraiso-3-habitaciones-3-banos-1-garajes/130-504,$320.000.000,100 m²,3,3
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-3-banos-2-garajes/671-68015,$650.000.000,156 m²,3,3
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-del-este-3-habitaciones-3-banos-1-garajes/130-266,$633.833.000,163 m²,3,3
"Casa en Venta, Paraíso, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-paraiso-5-habitaciones-3-banos-1-garajes/130-494,$700.000.000,360 m²,5,3
"Apartamento en Venta, El Porvenir, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-porvenir-1-habitaciones-2-banos-1-garajes/130-2140,$180.448.000,56 m²,1,2
"Apartamento en Venta, EL GOLF, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-golf-3-habitaciones-3-banos-2-garajes/10338-1652682,$1.650.000.000,330 m²,3,3
"Apartamento en Venta, Ciudad Jardín, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-3-habitaciones-2-banos-1-garajes/130-1045,$315.000.000,107 m²,3,2
"Apartamento en Venta y Arriendo, ALTOS DEL LIMON, Barranqui…",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-1-habitaciones-2-banos-1-garajes/130-1574,$273.350.000,71 m²,1,2
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-3-banos-2-garajes/2230-6833,$630.000.000,147 m²,3,3
"Casa en Venta y Arriendo, Villa Campestre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-conjunto-residencial-villa-campestre-5-habitaciones-5-banos-1-garajes/2398-18085,$2.450.000.000,570 m²,5,5
"Casa en Venta y Arriendo, La Concepción, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-concepcion-3-habitaciones-4-banos-2-garajes/130-3118,$620.000.000,487 m²,3,4
"Apartamento en Venta, La Cumbre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-cumbre-3-habitaciones-3-banos-1-garajes/9851-12770,$320.000.000,140 m²,3,3
"Apartamento en Venta y Arriendo, Miramar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/9851-100579,$170.000.000,68 m²,3,2
"Apartamento en Venta, Paraiso, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-batallon-infanteria-3-habitaciones-2-banos/9851-100148,$270.000.000,76 m²,3,2
"Apartamento en Venta, Chiquinquirá (Suroccidente), Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-chiquinquira-3-habitaciones-2-banos-1-garajes/2398-22032,$129.000.000,63 m²,3,2
"Apartamento en Venta, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-3-habitaciones-2-banos-1-garajes/9851-100578,$385.000.000,170 m²,3,2
"Casa en Venta, La Cumbre, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-cumbre-5-habitaciones-4-banos-4-garajes/130-3038,$1.300.000.000,475 m²,5,4
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-1-garajes/22306028,$389.000.000,177 m²,3,3
"Apartamento en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-3-banos-2-garajes/22306147,$560.000.000,155 m²,3,3
"Apartamento en Venta, VILLA COUNTRY, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-4-banos-2-garajes/2748-M2054609,$1.120.000.000,178 m²,3,4
"Casa en Venta, PARAISO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-paraiso-4-habitaciones-2-banos-1-garajes/671-65197,$600.000.000,360 m²,4,2
"Lote o Casalote en Venta, CENTRO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-chiquinquira/671-64740,$155.000.000,82 m²,,
"Apartamento en Venta, Altoprado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-3-banos-1-garajes/671-67113,$400.000.000,125 m²,3,3
"Apartamento en Venta, PARAISO, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-paraiso-3-habitaciones-2-banos-1-garajes/671-79115,$370.000.000,95 m²,3,2
"Casa en Venta, LOS ALPES, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-los-alpes/671-61187,$580.000.000,450 m²,,
"Apartamento en Venta, Las Delicias, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-2-habitaciones-1-banos-1-garajes/671-78215,$216.000.000,67 m²,2,1
"Apartamento en Venta, Las Delicias, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-2-habitaciones-1-banos-1-garajes/671-78209,$216.000.000,67 m²,2,1
"Apartamento en Venta, RIOMAR, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-de-riomar-3-habitaciones-2-banos-2-garajes/671-67050,$574.750.000,137 m²,3,2
"Apartamento en Venta y Arriendo, La Concepción, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-la-concepcion-3-habitaciones-3-banos-1-garajes/671-68672,$340.000.000,99 m²,3,3
"Apartamento en Venta y Arriendo, Villa Country, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-5-banos-2-garajes/671-67092,$420.000.000,125 m²,3,5
"Apartamento en Venta y Arriendo, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-limon-4-habitaciones-4-banos/130-1989,$930.000.000,290 m²,4,4
"Casa en Venta, Boston, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-boston-3-habitaciones-3-banos/130-362,$380.000.000,0 m²,3,3
"Apartamento en Venta, Los Alpes, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-los-alpes-3-habitaciones-2-banos-1-garajes/130-488,$370.000.000,92 m²,3,2
"Casa en Venta, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-concepcion-5-habitaciones-5-banos-1-garajes/130-649,$870.000.000,411 m²,5,5
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-2-habitaciones-2-banos-2-garajes/671-68099,$380.000.000,122 m²,2,2
"Apartamento en Venta, Miramar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-tabor-3-habitaciones-2-banos/671-75519,$218.000.000,59 m²,3,2
"Apartamento en Venta, VILLA CAROLINA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-carolina-3-habitaciones-2-banos-1-garajes/671-66430,$260.000.000,70 m²,3,2
"Apartamento en Venta, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-2-habitaciones-2-banos-1-garajes/130-591,$260.000.000,68 m²,2,2
"Apartamento en Venta, Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-andalucia-3-habitaciones-2-banos-1-garajes/130-163,$270.000.000,100 m²,3,2
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-4-banos-1-garajes/130-643,$450.000.000,206 m²,3,4
"Apartamento en Venta, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-3-habitaciones-2-banos-1-garajes/130-1046,$325.308.500,107 m²,3,2
"Lote o Casalote en Venta, VIA 40, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-lote-o-casalote-barranquilla-via-40/10365-M2405877,$45.000.000.000,15709 m²,,
"Casa en Venta, Lucero, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-lucero-3-habitaciones-1-banos/130-2062,$350.000.000,122 m²,3,1
"Apartamento en Venta, EL GOLF, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-golf-3-habitaciones-4-banos-2-garajes/10365-M2427516,$780.000.000,200 m²,3,4
"Casa en Venta y Arriendo, Altos del Limón, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-de-riomar-3-habitaciones-3-banos/130-1096,$680.000.000,149 m²,3,3
"Apartamento en Venta, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-4-habitaciones-4-banos-2-garajes/2398-17187,$615.000.000,245 m²,4,4
"Casa en Venta, Altos de Riomar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-altos-del-limon-4-habitaciones-5-banos-2-garajes/2398-20165,$1.300.000.000,400 m²,4,5
"Apartamento en Venta, Las Delicias, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-las-delicias-2-habitaciones-1-banos-1-garajes/2398-20421,$216.000.000,72 m²,2,1
"Apartamento en Venta, Miramar, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-miramar-3-habitaciones-2-banos-1-garajes/2398-20650,$148.000.000,74 m²,3,2
"Apartamento en Venta, El Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-el-prado-3-habitaciones-2-banos-1-garajes/2398-18133,$310.000.000,146 m²,3,2
"Apartamento en Venta, Villa Santos, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-4-banos-2-garajes/2398-20166,$741.000.000,190 m²,3,4
"Apartamento en Venta, NUEVO HORIZONTE, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-nuevo-horizonte-3-habitaciones-2-banos-1-garajes/2969-2501,$400.000.000,150 m²,3,2
"Apartamento en Venta, VILLA COUNTRY, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-country-3-habitaciones-4-banos-2-garajes/2748-M2053906,$1.010.000.000,220 m²,3,4
"Apartamento en Venta, LA CASTELLANA, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-villa-santos-3-habitaciones-3-banos-2-garajes/2171-13246M1,$850.000.000,180 m²,3,3
"Casa en Venta, VILLA SANTOS, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-villa-santos-4-habitaciones-5-banos-4-garajes/671-75520,$1.200.000.000,321 m²,4,5
"Casa en Venta, Centro, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-casa-barranquilla-la-victoria-3-habitaciones-2-banos/504-101609,$395.000.000,0 m²,3,2
"Apartamento en Venta y Arriendo, San Vicente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-2-banos-2-garajes/2969-1392,$740.000.000,200 m²,3,2
"Apartamento en Venta, Alto Prado, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-altos-del-prado-3-habitaciones-4-banos-3-garajes/2969-2150,$1.450.000.000,380 m²,3,4
"Apartamento en Venta y Arriendo, San Vicente, Barranquilla",https://www.metrocuadrado.com/inmueble/venta-apartamento-barranquilla-san-vicente-3-habitaciones-2-banos-2-garajes/2969-2054,$595.000.000,138 m²,3,2
